"league_id","pixel_prod_num","center_number","name","start_date","end_date","lineage_cost","centaman_league_number","day_of_week","cover","gl_account"
"429E55A5-7CCF-456B-8F29-95A6AF6B7D05","","883","5300-WEDNESDAY SUNSHINE","08/08/2018 0:00","04/17/2019 0:00","8.75","5300","3","3","4130"
"42B1A56B-E917-431A-8301-F256D6B5A6C6","","403","5404-Goodlife Fall 18-19","10/25/2018 0:00","04/11/2019 0:00","9","5404","4","3","4130"
"439B549F-5F62-4771-968F-1ACC3AA2DFED","","885","5300-A1A CONDOS","10/24/2018 0:00","06/12/2019 0:00","8.5","5300","3","3","4130"
"43DE4E7D-2A95-4FFD-AD0C-F6FD50A72962","","430","5700-Sunday Nite Mixed","08/26/2018 0:00","12/30/2018 0:00","12.5","5700","7","3","4115"
"44048AF8-0AC9-434C-9F85-1982FB8608CB","","883","5103-NOBLES POND","09/03/2018 0:00","04/08/2019 0:00","8","5103","1","3","4130"
"44311AE8-69F1-42AD-9AF7-4DBD5F0A2270","","138","5200-Spotters Fall 2018","08/21/2018 0:00","05/07/2019 0:00","13.5","5200","2","3","4115"
"4495E471-EF1B-4960-AC30-44844FF08B83","","615","5302-Silver & Gold Fall 2018","08/22/2018 0:00","04/24/2019 0:00","10.75","5302","3","3","4130"
"44B6ADD2-AC31-42B6-9228-0ACF0473A96D","","504","7730-Youth State Singles Tourn","10/21/2018 0:00","11/25/2018 0:00","2.5","9997730","8","1","4140"
"44D1F61D-E82F-4A89-8E0A-C3C4D6D95A88","","349","5402-SHA","08/09/2018 0:00","05/15/2019 0:00","8","5402","3","3","4115"
"45DBA040-243D-447F-BB3B-7845F56628CF","","230","6303-Dynamic Duos Wed","05/16/2018 0:00","11/07/2018 0:00","7.25","6303","3","3","4130"
"46048A44-52E8-4D12-A07D-82583AC6F176","","894","9300-High School Get Your Gear","10/24/2018 0:00","02/06/2019 0:00","16","9300","3","3","4125"
"469B3746-D46D-49B2-9F9C-B65CA97D52A1","","639","9400-Lights Out Bowling Club","10/25/2018 0:00","01/10/2019 0:00","12","9400","4","3","4115"
"46A111C2-5F91-436C-8719-F88A25C22E1C","","297","7702-doubles tournament","09/30/2018 0:00","02/10/2019 0:00","5","9997702","8","3","4140"
"47E53AC5-A6FB-44E3-A03D-335E20BF4115","","223","5303-American Legion Post 610","08/22/2018 0:00","04/17/2019 0:00","8","5303","3","3","4115"
"481CDD31-E05D-4809-B50E-2FBB4FD6047F","","291","5104-Kiss My Average! Fall 201","08/27/2018 0:00","04/08/2019 0:00","10","5104","1","3","4115"
"482D2E45-CB7E-4868-A76C-BFDF1C5A28A0","","886","9101-High 5 Jersey League","10/22/2018 0:00","02/04/2019 0:00","15","9101","1","3","4115"
"48F408E7-1427-4EED-AC4E-E896716C436E","","220","5107-Cheek Central","10/22/2018 0:00","02/21/2019 0:00","6","5107","1","3","4125"
"48F408E7-1427-4EED-AC4E-E896716C436E","","220","5107-Cheek Central","10/22/2018 0:00","02/21/2019 0:00","6","5107","2","3","4125"
"48F408E7-1427-4EED-AC4E-E896716C436E","","220","5107-Cheek Central","10/22/2018 0:00","02/21/2019 0:00","6","5107","3","3","4125"
"48F408E7-1427-4EED-AC4E-E896716C436E","","220","5107-Cheek Central","10/22/2018 0:00","02/21/2019 0:00","6","5107","4","3","4125"
"494B3335-AE11-43B5-A501-254327737FB3","","203","5101-Pescara Lakes","10/29/2018 0:00","04/08/2019 0:00","11.5","5101","1","3","4130"
"4ACD9214-B587-46CE-844C-C6C6E67D3E53","","396","5303-Mid Week Crisis Fall 2018","08/22/2018 0:00","12/26/2018 0:00","9","5303","3","3","4115"
"4AD87F3A-6F79-45A0-A5D9-A3AC473F8F06","","58","5302-Wednesday Night Mixed 201","08/22/2018 0:00","04/24/2019 0:00","11.65","5302","3","3","4115"
"4B109306-6436-43E7-8775-5B72E7DED3AF","","522","7604-Dematic Corp.","10/20/2018 0:00","03/16/2019 0:00","8","9997604","8","3","4140"
"4B3E0F9F-FEA1-42CE-9BE0-98E03FBE47D7","","304","9302-Gr8 Times Bowling Club","09/26/2018 0:00","12/19/2018 0:00","9","9302","3","3","4115"
"4BF2B80B-BBCB-4E5A-B6CD-4608252D68B3","","203","5506-MVP Sports and Social","10/26/2018 0:00","01/18/2019 0:00","9","5506","5","3","4115"
"4C13B07C-445B-4227-8773-9AD9C739952F","","873","5200-LAUGHLIN RIVER GAMBLERS","08/14/2018 0:00","05/21/2019 0:00","13.65","5200","2","3","4115"
"4C40707A-5237-4E05-80C3-DDD90EF262CC","","212","7605-Polish Falcons","10/20/2018 0:00","11/24/2018 0:00","7.5","9997605","8","3","4140"
"4CA22FF3-C8FE-486D-AA72-4D64B86DC017","","850","7679-Special Olympics","10/20/2018 0:00","12/01/2018 0:00","2","9997679","8","2","4140"
"4D4CD398-013C-4B9D-80EC-BC03333A8032","","598","9300-Lights Out Bowling Club I","09/19/2018 0:00","12/05/2018 0:00","12","9300","3","3","4115"
"4DA8E58A-740A-47E9-9718-7100F2D3B812","","546","7612-QC Strikers","09/22/2018 0:00","11/03/2018 0:00","2.75","9997612","8","1","4140"
"4DCDBFE4-B1FF-4F1F-A950-2531A19156DD","","840","7682-Deer Park Jr Gold Qualifi","10/20/2018 0:00","03/17/2019 0:00","13","9997682","8","5","4140"
"4EDE2376-B1E4-4D42-9F62-C13F37FEE3ED","","256","5701-Weekend Rollers","08/26/2018 0:00","06/16/2019 0:00","11.25","5701","7","3","4115"
"4EF9BBBB-E6FF-4494-89A0-AAC59791C1F9","","827","9305-Gr8er Times Bowling Club ","10/24/2018 0:00","01/30/2019 0:00","11","9305","3","3","4115"
"4FE5F6BD-D5E2-429C-AE03-FECEB0A87641","","215","5401-Thursday Money Mixers","08/16/2018 0:00","04/18/2019 0:00","12.5","5401","4","3","4115"
"5008CA63-44FB-4579-8E4B-6E0D8C03DFB2","","847","5700-71 MIXERS","08/26/2018 0:00","04/14/2019 0:00","14","5700","7","3","4115"
"505884AF-D0F3-49EE-97C2-5CB3035EADD9","","814","6633-Lousy Bowlers Club","08/26/2014 0:00","12/09/2014 0:00","8.25","6633","2","-1","4115"
"50FD00EC-5171-409D-927F-4C44B68C43A1","","203","5202-Tues.Seniors  PMP","10/02/2018 0:00","05/21/2019 0:00","12","5202","2","3","4130"
"514E8908-C320-41E1-885D-8BFCD834637A","","204","5404-Nines No-Tap 2018-2019","10/04/2018 0:00","05/16/2019 0:00","9.25","5404","4","3","4115"
"52274E75-1E26-447C-A3BB-B18F097C1735","","852","5410-New Brunswick High School","11/01/2018 0:00","03/20/2019 0:00","3.2","5410","1","1","4125"
"52274E75-1E26-447C-A3BB-B18F097C1735","","852","5410-New Brunswick High School","11/01/2018 0:00","03/20/2019 0:00","3.2","5410","2","1","4125"
"52274E75-1E26-447C-A3BB-B18F097C1735","","852","5410-New Brunswick High School","11/01/2018 0:00","03/20/2019 0:00","3.2","5410","3","1","4125"
"52274E75-1E26-447C-A3BB-B18F097C1735","","852","5410-New Brunswick High School","11/01/2018 0:00","03/20/2019 0:00","3.2","5410","4","1","4125"
"52274E75-1E26-447C-A3BB-B18F097C1735","","852","5410-New Brunswick High School","11/01/2018 0:00","03/20/2019 0:00","3.2","5410","5","1","4125"
"53C02CCD-8B8D-4606-B9D4-2CE3E8578FAE","","844","5106-GBN Boys Practice","10/08/2018 0:00","03/11/2019 0:00","2","5106","1","3","4125"
"53C02CCD-8B8D-4606-B9D4-2CE3E8578FAE","","844","5106-GBN Boys Practice","10/08/2018 0:00","03/11/2019 0:00","2","5106","2","3","4125"
"53C02CCD-8B8D-4606-B9D4-2CE3E8578FAE","","844","5106-GBN Boys Practice","10/08/2018 0:00","03/11/2019 0:00","2","5106","3","3","4125"
"53C02CCD-8B8D-4606-B9D4-2CE3E8578FAE","","844","5106-GBN Boys Practice","10/08/2018 0:00","03/11/2019 0:00","2","5106","4","3","4125"
"544F234B-0A89-4EEE-938D-0131C8669E61","","583","7616-Special Olympics","10/20/2018 0:00","12/01/2018 0:00","14","9997616","8","2","4140"
"5461E6D4-747F-4DB2-8D32-CE47AF9BD589","","835","5702-Ball-Mac (Gear Up)","09/23/2018 0:00","01/06/2019 0:00","15","5702","7","3","4115"
"546A6018-300F-4072-AF11-D306A533966D","","23","7721-Mixed Travel","10/21/2018 0:00","04/21/2019 0:00","8.75","9997721","8","3","4140"
"54CBAD6F-EC58-4627-90CF-CA8F566B099D","","821","5400-NESHAMINY SENIORS (AGES 5","08/23/2018 0:00","06/06/2019 0:00","7.6","5400","4","3","4130"
"558A377E-8C72-4FA8-BDF7-A9D6848814C8","","280","5403-fishbowl party","10/25/2018 0:00","11/29/2018 0:00","0.01","5403","4","3","4115"
"562876DD-66D8-4950-A054-5DA6A4976F40","","811","9300-Lights Out Bowling Club","09/26/2018 0:00","12/19/2018 0:00","10","9300","3","3","4115"
"56519A47-8282-4A21-B01F-06B55156F0D1","","522","5401-Bowl Single.com","10/18/2018 0:00","02/21/2019 0:00","10","5401","4","3","4115"
"57375BB9-1DC9-4997-A90A-3CC82004016C","","212","5706-B.IG League","10/07/2018 0:00","04/14/2019 0:00","10","5706","7","3","4115"
"57BD5F77-9513-459A-AE4B-054B660B636A","","243","5703-Tidewater Team Challenge","10/28/2018 0:00","12/09/2018 0:00","2.5","9995703","8","3","4140"
"58B3D1BA-F217-493F-AA62-38A4AEEEDF9C","","242","5104-Jelly Belly","10/22/2018 0:00","04/29/2019 0:00","15.15","5104","1","3","4115"
"5937FFF2-D476-48F3-8480-44256FF2A0CC","","514","7719-JBT 2018-2019","10/28/2018 0:00","12/02/2018 0:00","12","9997719","8","4","4140"
"59541D36-1F87-4AEB-A83D-D8E951B7AA12","","349","5400-Misfits Fall 2018","08/23/2018 0:00","04/25/2019 0:00","12.75","5400","4","3","4115"
"5987B7A3-3E83-4B10-B4B0-3FA93BE18767","","864","5402-Tri-City Seniors","09/20/2018 0:00","04/11/2019 0:00","6.5","5402","4","3","4115"
"59F2A814-6CB7-40D0-B207-D23EC9DB3A61","","892","7785-GSAUSBC Ladies City Tourn","10/21/2018 0:00","11/25/2018 0:00","9","9997785","8","3","4140"
"5A2C81A3-9471-4ACC-B8A5-C9EC530C4573","","394","7704-Ladie's Travel League","09/23/2018 0:00","10/28/2018 0:00","10.5","9997704","8","3","4140"
"5A67A31C-D3EA-475B-8737-1F7E812FE2ED","","833","5305-Red Rocks League","08/22/2018 0:00","11/28/2018 0:00","9.5","5305","3","3","4115"
"5B88BDB9-F1F6-4960-BE9C-F42856A027C3","","244","5402-Professional Amateurs","10/18/2018 0:00","04/18/2019 0:00","14","5402","4","3","4115"
"5C538278-F273-4BFB-95E9-F9D6EF49ED11","","852","5406-North Brunswick High Scho","11/01/2018 0:00","03/20/2019 0:00","3.2","5406","1","1","4125"
"5C538278-F273-4BFB-95E9-F9D6EF49ED11","","852","5406-North Brunswick High Scho","11/01/2018 0:00","03/20/2019 0:00","3.2","5406","2","1","4125"
"5C538278-F273-4BFB-95E9-F9D6EF49ED11","","852","5406-North Brunswick High Scho","11/01/2018 0:00","03/20/2019 0:00","3.2","5406","3","1","4125"
"5C538278-F273-4BFB-95E9-F9D6EF49ED11","","852","5406-North Brunswick High Scho","11/01/2018 0:00","03/20/2019 0:00","3.2","5406","4","1","4125"
"5C538278-F273-4BFB-95E9-F9D6EF49ED11","","852","5406-North Brunswick High Scho","11/01/2018 0:00","03/20/2019 0:00","3.2","5406","5","1","4125"
"5C5BAE74-1077-4F9F-ACBC-FE04D09D7C6D","","873","5201-RIALTO UNITED","08/28/2018 0:00","01/01/2019 0:00","10","5201","2","3","4115"
"5C7B8E49-7F85-4295-A7AD-F0FEE943A68B","","826","5302-Great Times","10/24/2018 0:00","01/02/2019 0:00","10","5302","3","3","4115"
"5D05923A-3A6B-4001-8D73-796A3A72C114","","148","5300-Club 50 '18-'19","08/22/2018 0:00","05/29/2019 0:00","11.5","5300","3","3","4130"
"5D15BC9F-A8B1-4AAF-B289-90B81710B94F","","834","5300-Lunch Bunch Fall 2018","09/12/2018 0:00","01/30/2019 0:00","5","5300","3","2","4115"
"5D8BBD30-6044-4605-A821-49C4AC3BBC89","","876","3109-Santa Savers","01/01/2018 0:00","12/17/2018 0:00","7.5","3109","1","3","4115"
"5E0EE21C-D202-47BA-A72B-A8E70E437FFD","","291","5307-Southdale Men's League 20","08/22/2018 0:00","04/17/2019 0:00","13.6","5307","3","3","4115"
"5E72296D-0030-4B91-814A-12D815614655","","852","5509-PCNJ Out Bowling","09/07/2018 0:00","06/21/2019 0:00","12","5509","5","3","4115"
"5E95E98A-0E3B-474C-A339-281B74FB4013","","883","5603-USBC MAJORS","08/11/2018 0:00","04/20/2019 0:00","9","5603","6","3","4125"
"5EEA1E5C-33EF-4CDE-82B9-D8BB0A7224E9","","358","5304-Wasted Wednesdays","10/31/2018 0:00","03/13/2019 0:00","9","5304","3","3","4115"
"5F330D44-5FD5-4739-A13B-999E361E2E6B","","873","5700-SUNDAY VEGAS","08/12/2018 0:00","05/19/2019 0:00","10.75","5700","7","3","4115"
"5F986C3E-895E-470F-81F3-1E5539CC91D7","","855","3208-Patrick & Friends","07/25/2017 0:00","05/14/2019 0:00","3.98","3208","2","2","4115"
"5F9ABADB-541B-4111-AFAB-9694726C8F10","","873","5600-Fontana Allstar Jr's","08/25/2018 0:00","01/05/2019 0:00","8.5","5600","6","3","4125"
"5FFD86E3-D713-4BEE-8435-A0CA3952CD37","","873","5400-AGELESS WONDERS","08/23/2018 0:00","05/29/2019 0:00","9.25","5400","3","3","4130"
"6040B74C-1863-4114-9759-E5369EF0349D","","256","5500-Better Times","08/24/2018 0:00","05/11/2019 0:00","10","5500","5","3","4115"
"612471DE-032B-4C07-9235-4DF5F37CEACD","","512","5201-High School Varsity","10/30/2018 0:00","02/26/2019 0:00","3.75","5201","1","3","4125"
"612471DE-032B-4C07-9235-4DF5F37CEACD","","512","5201-High School Varsity","10/30/2018 0:00","02/26/2019 0:00","3.75","5201","2","3","4125"
"612471DE-032B-4C07-9235-4DF5F37CEACD","","512","5201-High School Varsity","10/30/2018 0:00","02/26/2019 0:00","3.75","5201","3","3","4125"
"612471DE-032B-4C07-9235-4DF5F37CEACD","","512","5201-High School Varsity","10/30/2018 0:00","02/26/2019 0:00","3.75","5201","4","3","4125"
"612471DE-032B-4C07-9235-4DF5F37CEACD","","512","5201-High School Varsity","10/30/2018 0:00","02/26/2019 0:00","3.75","5201","5","3","4125"
"61831D1D-5EC2-4E0C-A40F-03775F7DB768","","108","9700-Family Time Bowling Club","10/21/2018 0:00","02/17/2019 0:00","12","9700","7","3","4125"
"6185F365-D301-4D76-92AC-46680461D1F3","","428","5203-Cenlar Co.","10/02/2018 0:00","12/04/2018 0:00","10","5203","2","3","4115"
"61D1C1C4-C0A7-4666-B375-A75812EB77AD","","894","9203-Gr8 Times Bowling Club II","10/23/2018 0:00","01/01/2019 0:00","11","9203","2","3","4115"
"62A88CED-0BDD-4F89-A413-74F29D7A8020","","615","5104-Baker HS PE Fall 2018","08/13/2018 0:00","06/03/2019 0:00","2.25","5104","1","1","4115"
"62A88CED-0BDD-4F89-A413-74F29D7A8020","","615","5104-Baker HS PE Fall 2018","08/13/2018 0:00","06/03/2019 0:00","2.25","5104","3","1","4115"
"63303944-A9E7-4EA7-852D-6FA753F25044","","238","9500-Lights Out Bowling Club","10/05/2018 0:00","12/28/2018 0:00","12","9500","5","3","4115"
"6344DDA6-82A6-4925-9B9E-04099A948449","","829","5107-Overland 2B Watson","10/22/2018 0:00","12/17/2018 0:00","5","5107","1","2","4125"
"6344DDA6-82A6-4925-9B9E-04099A948449","","829","5107-Overland 2B Watson","10/22/2018 0:00","12/17/2018 0:00","5","5107","2","2","4125"
"6344DDA6-82A6-4925-9B9E-04099A948449","","829","5107-Overland 2B Watson","10/22/2018 0:00","12/17/2018 0:00","5","5107","3","2","4125"
"6344DDA6-82A6-4925-9B9E-04099A948449","","829","5107-Overland 2B Watson","10/22/2018 0:00","12/17/2018 0:00","5","5107","4","2","4125"
"6344DDA6-82A6-4925-9B9E-04099A948449","","829","5107-Overland 2B Watson","10/22/2018 0:00","12/17/2018 0:00","5","5107","5","2","4125"
"63E94CF7-92CB-4C76-ABF4-B50499A8A172","","873","5500-FRIDAY NITERS","08/10/2018 0:00","05/03/2019 0:00","15","5500","5","3","4115"
"63EE6E5C-501A-4ABC-B73E-05E537016D70","","95","5601-Ann Elley's Toadrunners T","10/20/2018 0:00","11/24/2018 0:00","8.25","9995601","8","3","4140"
"64F59900-FAE2-4313-94FC-01920293521D","","373","7706-600 Club","10/28/2018 0:00","12/02/2018 0:00","3.5","9997706","8","3","4140"
"6591D5FF-937E-4755-B24E-5068CD73E377","","857","5403-CAL-U-ADULTS","10/18/2018 0:00","04/18/2019 0:00","13","5403","4","3","4115"
"6689A94E-F62B-4361-9EAE-6F3C3F9939C4","","857","5616-NO AGGREVATION","10/20/2018 0:00","04/20/2019 0:00","13","5616","6","3","4115"
"66A19417-9DBE-40C0-B446-DC84F078D509","","883","5701-Special Olympics Sunday S","10/21/2018 0:00","02/24/2019 0:00","4.5","5701","7","2","4115"
"66C08D68-7141-4082-A2D5-5BE338D7E409","","212","5704-Weight Watchers (5704)","10/21/2018 0:00","03/03/2019 0:00","9.25","5704","7","3","4115"
"67803778-9162-4232-93FF-239F6F6D7229","","280","5101-Mystery Cruise League","07/30/2018 0:00","05/20/2019 0:00","10","5101","1","3","4115"
"683CF55F-13DC-44A2-95EC-75F0867A93CF","","847","5505-Ste Jeanne d'Arc","10/19/2018 0:00","12/21/2018 0:00","6.75","5505","5","2","4115"
"6896A188-2251-4B3D-9858-798EE4721D9D","","207","5407-Ocala Palms","08/23/2018 0:00","03/28/2019 0:00","11","5407","4","3","4115"
"68EBCC8F-60B0-468E-95A7-D218A6584DA4","","138","7704-Over/Under 50","10/21/2018 0:00","11/25/2018 0:00","9","9997704","8","3","4140"
"6902552D-2927-4EF4-BF43-2DD2A4962435","","517","7614-Perry Wrestling Tournamen","10/20/2018 0:00","11/24/2018 0:00","16","9997614","8","3","4140"
"6A682098-27C3-4FA9-8951-7CD9325DC930","","852","5110-JP Stevens High School","10/29/2018 0:00","04/11/2019 0:00","3.2","5110","1","1","4125"
"6A682098-27C3-4FA9-8951-7CD9325DC930","","852","5110-JP Stevens High School","10/29/2018 0:00","04/11/2019 0:00","3.2","5110","2","1","4125"
"6A682098-27C3-4FA9-8951-7CD9325DC930","","852","5110-JP Stevens High School","10/29/2018 0:00","04/11/2019 0:00","3.2","5110","3","1","4125"
"6A682098-27C3-4FA9-8951-7CD9325DC930","","852","5110-JP Stevens High School","10/29/2018 0:00","04/11/2019 0:00","3.2","5110","4","1","4125"
"6B1143FE-A454-4DD9-A2A2-46959EC8AD4E","","842","7675-Lake Park High School Inv","10/27/2018 0:00","12/15/2018 0:00","16.5","9997675","8","6","4140"
"6B967BBE-BAD9-4CBF-96E9-480B90497EBB","","844","7783-ABT Tournament","10/28/2018 0:00","12/02/2018 0:00","2.5","9997783","8","3","4140"
"6B9A8CFD-4071-433C-96B1-B84656547919","","602","5701-OSSO  Winter 2017","10/21/2018 0:00","12/30/2018 0:00","5.5","5701","7","2","4115"
"6BF0C8AC-0190-419A-90CD-88415A4A708B","","430","9501-Lights Out Bowling Club","10/19/2018 0:00","01/18/2019 0:00","12","9501","5","3","4115"
"6C4D6E07-790B-4CCB-80F4-B0C6AA12AD9D","","349","5600-Southdale Saturday Youth","08/25/2018 0:00","04/20/2019 0:00","9","5600","6","3","4125"
"6C692B25-85D1-432A-8745-315536BBB7AF","","873","5301-MID-WEEK MADNE$$","10/24/2018 0:00","04/03/2019 0:00","10.5","5301","3","3","4115"
"6C6B1FA2-99F1-4B40-9C0A-328A4D601C23","","859","5305-LOUSY BOWLERS","10/24/2018 0:00","03/27/2019 0:00","14.81","5305","3","3","4115"
"6D6A2F84-FCA8-488A-B7AC-CE910BB58CF0","","384","5102-Windsor Park","10/22/2018 0:00","04/01/2019 0:00","7.5","5102","1","3","4130"
"6E479AB5-8688-414C-8DBD-71A65DB4B68F","","873","3101-B.O.B.","02/12/2018 0:00","11/26/2018 0:00","9.6","3101","1","3","4115"
"6FFEB9CE-E53F-4E8B-8400-09208C4790AB","","107","7401-Turkey Shoot out 2018","09/27/2018 0:00","12/06/2018 0:00","10","9997401","8","3","4140"
"7081CC6A-0D87-4661-9BB6-BF3EC0938491","","400","5506-This Is How We Roll","10/05/2018 0:00","02/22/2019 0:00","14","5506","5","3","4115"
"709FBE97-C5B5-426D-ADDC-265E38C7D325","","244","7706-Rainbow 8 Pin No-Tap Clas","09/29/2018 0:00","11/03/2018 0:00","2.5","9997706","8","1","4140"
"70E86DD0-0DE6-451F-827D-44CCF293BD0B","","291","5601-New Breed 2018-2019","08/11/2018 0:00","04/13/2019 0:00","12.9","5601","6","3","4115"
"7144CA23-7FD0-410A-95E1-7E0ACD0DA56F","","847","5705-MEDIOCRE BOWLING ASSOCIAT","09/09/2018 0:00","03/31/2019 0:00","13.65","5705","7","3","4115"
"71987808-B732-445E-884E-524C524FDF6A","","842","5102-Hinsdale South Girls - Pr","10/29/2018 0:00","02/28/2019 0:00","2.25","5102","1","1","4125"
"71987808-B732-445E-884E-524C524FDF6A","","842","5102-Hinsdale South Girls - Pr","10/29/2018 0:00","02/28/2019 0:00","2.25","5102","2","1","4125"
"71987808-B732-445E-884E-524C524FDF6A","","842","5102-Hinsdale South Girls - Pr","10/29/2018 0:00","02/28/2019 0:00","2.25","5102","3","1","4125"
"71987808-B732-445E-884E-524C524FDF6A","","842","5102-Hinsdale South Girls - Pr","10/29/2018 0:00","02/28/2019 0:00","2.25","5102","4","1","4125"
"72E9E3EA-DF5C-4836-9290-A977AABB5CC1","","601","7608-GLBC Tournament 2018","09/29/2018 0:00","11/11/2018 0:00","12","9997608","8","6","4140"
"738A0F72-5249-4215-8454-C107BFA9EAFD","","852","5107-Colonia High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5107","1","1","4125"
"738A0F72-5249-4215-8454-C107BFA9EAFD","","852","5107-Colonia High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5107","2","1","4125"
"738A0F72-5249-4215-8454-C107BFA9EAFD","","852","5107-Colonia High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5107","3","1","4125"
"738A0F72-5249-4215-8454-C107BFA9EAFD","","852","5107-Colonia High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5107","4","1","4125"
"738A0F72-5249-4215-8454-C107BFA9EAFD","","852","5107-Colonia High School GMC","10/29/2018 0:00","04/12/2019 0:00","3.2","5107","5","1","4125"
"73A04E29-154F-466A-BB24-0F36909763DF","","573","5400-Guys And Dolls Fall 2018","08/23/2018 0:00","05/02/2019 0:00","13.5","5400","4","3","4115"
"73CB5307-7A27-4CE0-8B06-085987A6C5F1","","280","5107-Cows & Crops","09/03/2018 0:00","03/18/2019 0:00","10.25","5107","1","3","4115"
"73CC46AF-F557-46A3-A481-CA9E02022D15","","853","5105-Raritan High School","10/29/2018 0:00","02/18/2019 0:00","3","5105","1","1","4125"
"7429C849-4690-4990-B147-45E5BC91BEA9","","207","5507-Summer Glen Kings & Queen","08/24/2018 0:00","04/12/2019 0:00","11","5507","5","3","4130"
"7469CD91-5F57-4F75-87F6-559B14272F2B","","213","7609-Underground Tournament","09/29/2018 0:00","11/17/2018 0:00","3.5","9997609","8","3","4140"
"749B49CC-C1A4-4F48-B27C-5BD9EFC6302E","","248","5100-Spare Time Fun Time","08/27/2018 0:00","06/10/2019 0:00","7","5100","1","2","4130"
"74E32315-9DB0-49ED-8CC1-DCDB06E6D50B","","608","5300-Oldies But Goodies","08/22/2018 0:00","05/15/2019 0:00","8.5","5300","3","3","4130"
"750B6B42-A41B-46B9-80E7-03BCF42CB4EF","","890","5500-JOLLY SENIORS","08/31/2018 0:00","06/21/2019 0:00","8.5","5500","5","3","4130"
"75222B66-C96E-401F-BA81-470888EECB05","","504","5702-Sunday Night Mixed  18-19","08/12/2018 0:00","04/14/2019 0:00","13.5","5702","7","3","4115"
"75ADFD24-B39A-44A6-A474-3EC0EDD0EA77","","312","5500-Fri Men Invitational","09/21/2018 0:00","06/07/2019 0:00","9","5500","5","3","4115"
"76963F68-81B1-464A-875D-035E2DDA7D0C","","842","5503-Diamonds & Studs","08/24/2018 0:00","05/17/2019 0:00","6.25","5503","5","3","4130"
"76D6FACD-5D22-45E5-A663-935D90A488E2","","852","5403-Piscataway Chiefs 2018","10/25/2018 0:00","03/28/2019 0:00","8","5403","4","3","4125"
"76D89070-6F8C-45CA-94C8-9094E71410E9","","616","5300-Scratch Classic Mixed Fal","08/15/2018 0:00","05/08/2019 0:00","11.25","5300","3","4","4115"
"76DA8E87-1E1B-4E5B-B216-9928748B6D96","","519","5600-Saturday Youth 2018/19","08/25/2018 0:00","03/09/2019 0:00","6","5600","6","3","4125"
"7827252F-C25B-42EB-AFC0-FF468425A032","","20","7615-HUSBC City","10/20/2018 0:00","12/02/2018 0:00","10","9997615","8","3","4140"
"79DB5F68-DCE1-4731-9391-45FAD7D80DD8","","295","5402-Suds & Soda","10/18/2018 0:00","03/14/2019 0:00","10.25","5402","4","3","4115"
"79FA7974-35B8-4824-B12D-07C612739ED3","","535","5704-Parents of Special People","10/28/2018 0:00","05/12/2019 0:00","6.25","5704","7","2","4125"
"79FC73D2-0393-491E-9763-260612C8A076","","64","5400-RTI MIXED FALL 2018","08/16/2018 0:00","05/23/2019 0:00","11.75","5400","4","3","4115"
"79FF0A1F-029F-4C1D-B27A-7E6A67000667","","534","5203-Tuesday Night Throwdown","09/11/2018 0:00","12/25/2018 0:00","12","5203","2","3","4115"
"7A1604C4-309E-4EA7-A8AB-6DC147AFEF5C","","203","5602-Tree Lakes","10/20/2018 0:00","04/06/2019 0:00","11.5","5602","6","3","4130"
"7A452F3E-DE64-4E08-899D-C2AAE392617E","","883","5200-Special Olympics Tuesday ","10/30/2018 0:00","03/12/2019 0:00","4.5","5200","2","2","4115"
"7A68E7E7-41A1-44DE-9DF9-D8D074F81DEF","","567","7401-Turkey Bowl","10/25/2018 0:00","11/29/2018 0:00","6","9997401","8","2","4140"
"7AB58B62-4E3E-43F6-ACD6-A66E95E5A9B5","","874","5305-Great 8 Times","10/24/2018 0:00","01/09/2019 0:00","10","5305","3","3","4115"
"7B56A8E9-9BAE-4326-9831-46F7744ADA0B","","535","5402-MVP Softball Bowling","10/25/2018 0:00","04/11/2019 0:00","12","5402","4","3","4115"
"7B7FBF87-9EFD-485D-924A-1147517A28FD","","883","6402-Sport Pattern Practice Le","05/17/2018 0:00","01/10/2019 0:00","10","6402","4","4","4115"
"7B975038-CA33-472E-BBA5-1ED3D7999C84","","248","5203-HRT FALL 2018","09/04/2018 0:00","12/18/2018 0:00","12","5203","2","3","4115"
"7C506786-9CC4-4D55-9465-3E27D3CA8E81","","883","5100-ED VOSHELL CLASSIC","08/06/2018 0:00","05/20/2019 0:00","12.75","5100","1","3","4115"
"7C81E454-850A-438C-8444-448FC3361379","","608","9700-Lights Out Bowling Club","09/30/2018 0:00","12/16/2018 0:00","10","9700","7","3","4115"
"7CA412CC-3FC1-45E0-ADCD-47085BD61782","","868","5402-IBM Club & Friends","08/23/2018 0:00","04/04/2019 0:00","13.25","5402","4","3","4115"
"7CB9820D-AD19-4C0A-804C-B520C0CA600A","","873","9700-Vegas Funtime Las Vegas L","08/26/2018 0:00","06/16/2019 0:00","10.7","9700","7","3","4115"
"7D0D3ABD-672F-433B-A059-AFF20A6BE6FA","","831","5402-THURSDAY CLUB 50+ PM","08/16/2018 0:00","05/16/2019 0:00","8","5402","4","3","4130"
